UniprotID_inString,brite
P61163,Chromosome and associated proteins
Q92667,Protein phosphatases and associated proteins
Q86SX6,Chaperones and folding catalysts
Q99627,Ubiquitin system
not found,#N/A
P50895,CD molecules
O15031,none
P07108,none
P62306,Messenger RNA biogenesis
not found,#N/A
P05455,none
P52209,Enzymes
Q13510,Peptidases and inhibitors
Q9Y2Z4,Amino acid related enzymes
not found,#N/A
Q9GZZ1,Chromosome and associated proteins
Q9Y6G9,Membrane trafficking
P48059,Domain-containing proteins not elsewhere classified
P15311,Cytoskeleton proteins
Q9Y285,Amino acid related enzymes
Q9C005,Chromosome and associated proteins
not found,#N/A
P33176,Membrane trafficking
O00232,Proteasome
Q14847,Domain-containing proteins not elsewhere classified
not found,#N/A
Q06203,Peptidases and inhibitors
Q16836,Enzymes
P52732,Chromosome and associated proteins
P61962,Ubiquitin system
P51991,Messenger RNA biogenesis
Q14696,Chaperones and folding catalysts
P28066,Peptidases and inhibitors
not found,#N/A
P12109,Exosome
P09497,Membrane trafficking
Q6PL18,Enzymes
Q92575,none
P62269,Ribosome
Q99584,Domain-containing proteins not elsewhere classified
P49721,Peptidases and inhibitors
Q969P0,Exosome
not found,#N/A
P05141,Mitochondrial biogenesis
P10644,none
not found,#N/A
Q9UK45,Messenger RNA biogenesis
P10644,none
Q99436,Peptidases and inhibitors
P17050,Enzymes
O95747,Protein kinases
Q9Y230,Chromosome and associated proteins
P04899,Exosome
Q9Y3Y2,none
O00233,Proteasome
Q99590,none
Q9UKK9,Enzymes
P63220,Ribosome
Q12765,Peptidases and inhibitors
P39687,Messenger RNA biogenesis
Q9Y2Z0,none
Q5T5H1,#N/A
not found,#N/A
P04004,Exosome
not found,#N/A
not found,#N/A
Q05655,Protein kinases
P49736,DNA replication proteins
P60842,Messenger RNA biogenesis
Q9UBQ5,Translation factors
O14737,none
Q86UP2,Mitochondrial biogenesis
P30153,Protein phosphatases and associated proteins
P20962,none
P16949,Cytoskeleton proteins
P11388,DNA replication proteins
Q7Z460,Chromosome and associated proteins
Q9Y266,Chromosome and associated proteins
P12268,Exosome
O75175,Messenger RNA biogenesis
P30566,Enzymes
Q08211,Spliceosome
P62266,Ribosome
Q9NRN7,Enzymes
Q8N684,Messenger RNA biogenesis
Q92945,Messenger RNA biogenesis
Q15370,Ubiquitin system
Q7Z4V5,DNA repair and recombination proteins
P48723,Chaperones and folding catalysts
Q14126,Cell adhesion molecules
Q8WU90,none
Q96AY3,Chaperones and folding catalysts
O75475,Spliceosome
P25786,Peptidases and inhibitors
not found,#N/A
P08758,Exosome
Q96T37,Messenger RNA biogenesis
P61201,Ubiquitin system
P78417,Transporters
Q9BTT6,none
P43487,none
not found,#N/A
O00303,Translation factors
P62195,Proteasome
P37837,Enzymes
O00487,Peptidases and inhibitors
Q16763,Ubiquitin system
not found,#N/A
Q9NZ53,none
P09543,Exosome
P62241,Ribosome
Q07157,Cytoskeleton proteins
Q9UI12,none
Q6NUK1,Transporters
Q6UVK1,Proteoglycans
P50395,Exosome
O00487,Peptidases and inhibitors
Q01813,Protein phosphatases and associated proteins
Q96KR1,Spliceosome
Q9BTT0,Chromosome and associated proteins
P08865,Ribosome
Q8TEM1,Messenger RNA biogenesis
P51665,Proteasome
Q13509,Chromosome and associated proteins
P19623,Enzymes
Q12874,Spliceosome
Q9P2M7,none
Q15185,Enzymes
Q15165,Exosome
P24534,Translation factors
P61764,Membrane trafficking
P16949,Cytoskeleton proteins
P08237,Protein phosphatases and associated proteins
Q7Z460,Chromosome and associated proteins
P18031,Protein phosphatases and associated proteins
O43242,Proteasome
Q99426,Cytoskeleton proteins
Q06124,Protein phosphatases and associated proteins
Q16629,Spliceosome
Q8NCW5,Enzymes
P63244,Messenger RNA biogenesis
P00492,Enzymes
P31689,Chaperones and folding catalysts
O75175,Messenger RNA biogenesis
Q13283,Messenger RNA biogenesis
P63279,Ubiquitin system
P07384,Peptidases and inhibitors
P49023,Domain-containing proteins not elsewhere classified
P06865,Chaperones and folding catalysts
O75400,Spliceosome
P51149,Membrane trafficking
Q96RP9,Translation factors
Q8N1G4,none
Q07157,Cytoskeleton proteins
not found,#N/A
Q9UEE9,none
Q9ULZ3,none
Q9H9P8,Enzymes
Q96P16,Transcription machinery
not found,#N/A
Q13526,Transcription machinery
Q9BPX3,Chromosome and associated proteins
Q96HE7,Enzymes
P52788,Enzymes
O15347,Chromosome and associated proteins
O76003,none
Q96GD0,Protein phosphatases and associated proteins
Q9Y3E1,none
P11216,Enzymes
P31150,Exosome
not found,#N/A
Q9H845,Mitochondrial biogenesis
P07093,Peptidases and inhibitors
not found,#N/A
not found,#N/A
P35659,Chromosome and associated proteins
Q09666,none
D3YTI2,#N/A
Q86U42,Messenger RNA biogenesis
Q99615,Chaperones and folding catalysts
Q13443,Peptidases and inhibitors
Q9H9B1,Chromosome and associated proteins
Q13526,Transcription machinery
P11216,Enzymes
Q9NWV4,none
Q12765,Peptidases and inhibitors
O15067,Enzymes
P08648,Exosome
P43304,Enzymes
Q9Y3E1,none
O00303,Translation factors
O95758,Spliceosome
Q7KZF4,none
P52732,Chromosome and associated proteins
P08582,CD molecules
P61020,Membrane trafficking
P33993,Protein phosphatases and associated proteins
P49773,Exosome
not found,#N/A
O75347,Cytoskeleton proteins
Q9P258,none
Q9UG63,Ribosome biogenesis
P60900,Peptidases and inhibitors
Q9ULX9,Transcription factors
E9PAV3,#N/A
P04264,Cytoskeleton proteins
not found,#N/A
E9PAV3,#N/A
Q9BT78,Ubiquitin system
P60174,Exosome
not found,#N/A
P34932,Chaperones and folding catalysts
Q9Y3F4,Spliceosome
P62258,DNA repair and recombination proteins
Q15075,Membrane trafficking
O95239,Cytoskeleton proteins
P51148,Membrane trafficking
not found,#N/A
P36915,none
Q9Y265,Chromosome and associated proteins
P62857,Ribosome
O60216,Chromosome and associated proteins
Q9Y5S9,Messenger RNA biogenesis
Q3ZCQ8,Mitochondrial biogenesis
Q99536,Mitochondrial biogenesis
not found,#N/A
P46109,none
P33176,Membrane trafficking
P05166,Enzymes
Q9NQW6,Cytoskeleton proteins
Q9NRL2,Chromosome and associated proteins
O95433,Chaperones and folding catalysts
Q15181,Enzymes
P27816,Cytoskeleton proteins
P61106,Membrane trafficking
Q9Y6G9,Membrane trafficking
Q9BU23,none
P38117,none
P36873,Protein phosphatases and associated proteins
not found,#N/A
Q14739,Chromosome and associated proteins
P12277,Exosome
P00167,none
Q96GK7,none
P36873,Protein phosphatases and associated proteins
P11586,Exosome
Q9UQ80,none
Q9UI12,none
Q9NP79,Membrane trafficking
P16144,Exosome
not found,#N/A
Q86W42,Messenger RNA biogenesis
Q7L2E3,Spliceosome
P68402,Enzymes
O00139,Chromosome and associated proteins
P13639,Translation factors
Q9P016,none
P55209,Chromosome and associated proteins
P06454,none
P14923,Exosome
P22234,Enzymes
K7ENT6,#N/A
P47914,Ribosome
not found,#N/A
P26599,Messenger RNA biogenesis
P82979,Messenger RNA biogenesis
P05026,CD molecules
P62495,Messenger RNA biogenesis
P31483,Messenger RNA biogenesis
Q9BXK5,none
Q13310,Messenger RNA biogenesis
O75083,Domain-containing proteins not elsewhere classified
Q14789,Membrane trafficking
Q9ULV4,Cytoskeleton proteins
Q6ZRV2,Cytoskeleton proteins
P58546,none
P10155,none
not found,#N/A
P55209,Chromosome and associated proteins
P29218,Enzymes
Q15814,Cytoskeleton proteins
Q9BZX2,Enzymes
Q9BWD1,Exosome
Q9UIM3,Chaperones and folding catalysts
P62851,Ribosome
P09382,Exosome
P39687,Messenger RNA biogenesis
P25788,Peptidases and inhibitors
P11586,Exosome
P52789,Membrane trafficking
P43246,DNA repair and recombination proteins
P10644,none
P36551,Enzymes
P09382,Exosome
not found,#N/A
P08865,Ribosome
P52788,Enzymes
P39019,Ribosome
Q13510,Peptidases and inhibitors
Q13867,Peptidases and inhibitors
P48444,Membrane trafficking
O43175,Exosome
P49773,Exosome
P07384,Peptidases and inhibitors
Q14204,Chromosome and associated proteins
O00442,Enzymes
Q9Y5S9,Messenger RNA biogenesis
not found,#N/A
O14964,Membrane trafficking
Q96B54,none
P27695,DNA repair and recombination proteins
P60866,Ribosome
Q9Y5A9,Messenger RNA biogenesis
P62269,Ribosome
Q13363,Membrane trafficking
P25787,Peptidases and inhibitors
Q9NR12,Domain-containing proteins not elsewhere classified
Q15382,GTP-binding proteins
Q9Y263,none
not found,#N/A
Q9UI12,none
Q13283,Messenger RNA biogenesis
Q15404,none
Q04446,Exosome
O75937,Spliceosome
Q6UVK1,Proteoglycans
Q9BSC4,Ribosome biogenesis
P61586,Membrane trafficking
O76031,Chaperones and folding catalysts
Q06546,Transcription factors
Q9NTK5,Chromosome and associated proteins
Q14157,Ubiquitin system
P84095,Exosome
P07737,Membrane trafficking
P27695,DNA repair and recombination proteins
Q96GK7,none
Q15003,Chromosome and associated proteins
P14923,Exosome
Q9UBS8,Ubiquitin system
Q99961,Membrane trafficking
Q92688,Messenger RNA biogenesis
Q05682,Cytoskeleton proteins
O14737,none
Q15785,Mitochondrial biogenesis
P55036,Proteasome
P52597,Spliceosome
Q9UBS8,Ubiquitin system
Q99471,Chaperones and folding catalysts
P52788,Enzymes
P63279,Ubiquitin system
O00159,Protein phosphatases and associated proteins
Q8WXF1,Spliceosome
Q15785,Mitochondrial biogenesis
Q9BQA1,Spliceosome
Q13509,Chromosome and associated proteins
O15212,Chaperones and folding catalysts
P53041,Protein phosphatases and associated proteins
Q02952,none
P08758,Exosome
P26038,Cytoskeleton proteins
not found,#N/A
P28066,Peptidases and inhibitors
Q9BWD1,Exosome
Q9H9B1,Chromosome and associated proteins
P23588,Messenger RNA biogenesis
Q15287,Messenger RNA biogenesis
Q15287,Messenger RNA biogenesis
P62906,Ribosome
P62913,Ribosome
P61923,Membrane trafficking
P49750,Protein phosphatases and associated proteins
Q01658,Transcription machinery
not found,#N/A
Q92820,Peptidases and inhibitors
P14854,none
not found,#N/A
P11766,Enzymes
Q96A33,Chaperones and folding catalysts
P30050,Ribosome
O14656,Chaperones and folding catalysts
Q9NTK5,Chromosome and associated proteins
P26373,Ribosome
not found,#N/A
not found,#N/A
P18621,Ribosome
P46778,Ribosome
P05455,none
not found,#N/A
not found,#N/A
Q6PKG0,Messenger RNA biogenesis
P05388,Ribosome
P63220,Ribosome
Q04323,none
Q99797,Peptidases and inhibitors
P20645,Exosome
P62829,Ribosome
Q9UIM3,Chaperones and folding catalysts
Q969P0,Exosome
P83916,Chromosome and associated proteins
Q92905,Peptidases and inhibitors
Q8WW12,none
not found,#N/A
P62750,Ribosome
P08133,Membrane trafficking
P62750,Ribosome
P21291,Transcription factors
P21283,none
P16615,Enzymes
Q9H0A0,Ribosome biogenesis
O94919,none
O15269,Amino acid related enzymes
Q15185,Enzymes
P06865,Chaperones and folding catalysts
Q13442,none
Q9NVD7,Cytoskeleton proteins
P20810,Peptidases and inhibitors
Q9NQ29,none
Q6ZRV2,Cytoskeleton proteins
O14672,Peptidases and inhibitors
Q8N1G4,none
not found,#N/A
O15212,Chaperones and folding catalysts
Q9Y2V2,none
P26583,Chromosome and associated proteins
P60983,none
P26038,Cytoskeleton proteins
Q14126,Cell adhesion molecules
Q14566,DNA replication proteins
P18084,Membrane trafficking
P83731,Ribosome
P43487,none
O75663,Protein phosphatases and associated proteins
not found,#N/A
Q9Y224,Transfer RNA biogenesis
Q96CT7,none
P35221,Cytoskeleton proteins
P35222,none
H0Y6T8,#N/A
O00410,Ribosome biogenesis
P23786,Enzymes
Q9H9A6,none
Q96GK7,none
not found,#N/A
P11388,DNA replication proteins
Q9Y5K5,Peptidases and inhibitors
Q8NBJ4,none
not found,#N/A
Q9UN86,Messenger RNA biogenesis
O95400,Protein phosphatases and associated proteins
Q15691,Chromosome and associated proteins
Q9BYD6,Ribosome
Q00688,Chaperones and folding catalysts
P47914,Ribosome
P62899,Ribosome
Q15056,Messenger RNA biogenesis
P62910,Ribosome
not found,#N/A
P20674,none
O75312,none
P46777,Protein phosphatases and associated proteins
not found,#N/A
Q9UMY4,Membrane trafficking
not found,#N/A
Q6ZRV2,Cytoskeleton proteins
Q15102,Enzymes
P61081,Ubiquitin system
not found,#N/A
Q96B54,none
Q9Y3I0,Transfer RNA biogenesis
Q02878,Ribosome
P05386,Ribosome
Q13442,none
P05387,Ribosome
Q13151,Spliceosome
Q92520,none
C9J0E9,#N/A
Q9UHX1,Spliceosome
D3YTI2,#N/A
P15170,Messenger RNA biogenesis
Q9Y3I0,Transfer RNA biogenesis
P62258,DNA repair and recombination proteins
P49773,Exosome
Q14807,Cytoskeleton proteins
Q969P0,Exosome
P42765,Enzymes
not found,#N/A
Q99832,Chaperones and folding catalysts
P62995,Protein phosphatases and associated proteins
P17987,Chaperones and folding catalysts
Q02252,Enzymes
P62263,Ribosome
P62269,Ribosome
P39019,Ribosome
Q15369,Ubiquitin system
P62273,Ribosome
P61081,Ubiquitin system
Q14204,Chromosome and associated proteins
P43007,Transporters
Q9Y490,Exosome
A3KMH1,Domain-containing proteins not elsewhere classified
Q15102,Enzymes
not found,#N/A
Q96PK6,none
P50213,Enzymes
Q8WTV0,Membrane trafficking
P15880,Ribosome
Q16836,Enzymes
Q96GC5,Ribosome
Q8WW12,none
Q99471,Chaperones and folding catalysts
P30153,Protein phosphatases and associated proteins
Q13347,Translation factors
P06744,Exosome
Q9UM00,Membrane trafficking
Q8WUM4,Membrane trafficking
not found,#N/A
P52597,Spliceosome
P38159,Spliceosome
Q15006,Membrane trafficking
O15116,Messenger RNA biogenesis
not found,#N/A
Q9UI12,none
Q9BYD6,Ribosome
Q9UHG3,Enzymes
P35080,Membrane trafficking
O95373,Ribosome biogenesis
Q9HB71,none
Q6IBS0,Cilium and associated proteins
P13639,Translation factors
P50395,Exosome
P30041,Enzymes
Q12765,Peptidases and inhibitors
Q9Y5A9,Messenger RNA biogenesis
P83731,Ribosome
Q9NQP4,Chaperones and folding catalysts
P49720,Peptidases and inhibitors
P51665,Proteasome
O60684,Chromosome and associated proteins
P43304,Enzymes
P33991,DNA replication proteins
P43487,none
O75348,none
O00159,Protein phosphatases and associated proteins
Q562R1,none
P63220,Ribosome
Q99497,Peptidases and inhibitors
O95297,Cell adhesion molecules
P50991,Chaperones and folding catalysts
O43447,Spliceosome
Q15185,Enzymes
O95219,Membrane trafficking
Q9UQB8,Membrane trafficking
Q8NBN7,Enzymes
Q08722,Cell adhesion molecules
Q13217,Chaperones and folding catalysts
O15160,Transcription machinery
P62854,Ribosome
O75937,Spliceosome
Q71UM5,Ribosome
P27635,Ribosome
not found,#N/A
Q9UBT2,Ubiquitin system
P68402,Enzymes
P09543,Exosome
Q9UHG3,Enzymes
P30041,Enzymes
P49006,none
Q71UM5,Ribosome
P07900,Protein phosphatases and associated proteins
Q96ME7,none
Q15424,Spliceosome
P22314,Ubiquitin system
Q86UP2,Mitochondrial biogenesis
P46782,Ribosome
not found,#N/A
Q9GZS3,Messenger RNA biogenesis
P14324,Prenyltransferases
P36551,Enzymes
O60925,Chaperones and folding catalysts
Q96GK7,none
P36543,none
Q8NE86,Mitochondrial biogenesis
P62753,Ribosome
Q6SPF0,Chromosome and associated proteins
P06454,none
Q9NZM1,Membrane trafficking
P62241,Ribosome
Q15014,Chromosome and associated proteins
O94919,none
P52888,Peptidases and inhibitors
Q9Y2R9,Ribosome
P50895,CD molecules
Q14108,none
not found,#N/A
P61758,none
Q8WTV0,Membrane trafficking
Q92925,Transcription machinery
not found,#N/A
Q92688,Messenger RNA biogenesis
Q9UBE0,Ubiquitin system
Q9NSD9,Amino acid related enzymes
P45973,Chromosome and associated proteins
P26006,Exosome
P17931,Exosome
P09382,Exosome
P08237,Protein phosphatases and associated proteins
O00159,Protein phosphatases and associated proteins
P24534,Translation factors
Q04695,Cytoskeleton proteins
P31431,Proteoglycans
Q99497,Peptidases and inhibitors
not found,#N/A
P07093,Peptidases and inhibitors
Q16831,Enzymes
Q6PKG0,Messenger RNA biogenesis
P25398,Ribosome
P06703,Domain-containing proteins not elsewhere classified
Q9Y2Z0,none
O00560,Exosome
not found,#N/A
Q8IWX8,Spliceosome
O15372,Translation factors
O00560,Exosome
P31937,Enzymes
Q15631,none
P50990,Chaperones and folding catalysts
Q9H299,Domain-containing proteins not elsewhere classified
P29218,Enzymes
E9PAV3,#N/A
P21926,Cilium and associated proteins
H0YKX5,#N/A
not found,#N/A
Q9H6Z4,none
P07093,Peptidases and inhibitors
Q13951,none
P31040,Enzymes
Q9UM00,Membrane trafficking
Q9Y2U8,Cytoskeleton proteins
Q9Y653,Peptidases and inhibitors
Q8WTV0,Membrane trafficking
Q14683,Chromosome and associated proteins
P08758,Exosome
P28072,Peptidases and inhibitors
Q13451,Chaperones and folding catalysts
Q9UHV9,Chaperones and folding catalysts
P17301,Exosome
P15924,Cytoskeleton proteins
Q01995,Membrane trafficking
Q15382,GTP-binding proteins
Q14011,Spliceosome
Q9NQP4,Chaperones and folding catalysts
Q15102,Enzymes
P78417,Transporters
Q14683,Chromosome and associated proteins
Q92930,Membrane trafficking
P78371,Chaperones and folding catalysts
Q6KC79,Chromosome and associated proteins
Q92922,Transcription machinery
Q9BUP3,Exosome
Q99848,Ribosome biogenesis
P51149,Membrane trafficking
K7ENT6,#N/A
O15294,Glycosyltransferases
not found,#N/A
Q9UQE7,Chromosome and associated proteins
Q14240,Messenger RNA biogenesis
Q3ZCQ8,Mitochondrial biogenesis
O15067,Enzymes
Q99536,Mitochondrial biogenesis
Q6UVK1,Proteoglycans
Q9NPQ8,none
not found,#N/A
not found,#N/A
P23528,Membrane trafficking
Q9UQE7,Chromosome and associated proteins
O00233,Proteasome
O00625,Enzymes
P20962,none
O95721,Membrane trafficking
O60568,Glycosyltransferases
O95721,Membrane trafficking
Q9BZL1,Spliceosome
P15927,DNA replication proteins
P37840,Membrane trafficking
not found,#N/A
P22102,Enzymes
O00299,Exosome
O60749,Membrane trafficking
P00505,Amino acid related enzymes
P20290,none
not found,#N/A
Q9Y3D6,Mitochondrial biogenesis
P30566,Enzymes
Q99614,Chaperones and folding catalysts
Q9UBE0,Ubiquitin system
P37840,Membrane trafficking
P43007,Transporters
P52565,Exosome
O94919,none
Q9P2E9,none
Q9Y446,none
Q9Y5X3,Membrane trafficking
P30086,Peptidases and inhibitors
not found,#N/A
Q9H019,none
Q9Y5X3,Membrane trafficking
Q8IWB7,Membrane trafficking
O43707,Membrane trafficking
O43175,Exosome
Q6PI48,Amino acid related enzymes
P12004,DNA replication proteins
Q9Y5X1,Membrane trafficking
C9JLW8,none
P28482,Protein kinases
P04181,Amino acid related enzymes
P50991,Chaperones and folding catalysts
Q13510,Peptidases and inhibitors
Q99426,Cytoskeleton proteins
P18754,Messenger RNA biogenesis
not found,#N/A
P22102,Enzymes
P23528,Membrane trafficking
Q16643,Cilium and associated proteins
O75792,DNA replication proteins
O95747,Protein kinases
P39687,Messenger RNA biogenesis
not found,#N/A
P52292,Chromosome and associated proteins
Q99733,Chromosome and associated proteins
O15027,Membrane trafficking
Q9Y394,Enzymes
Q9Y5X1,Membrane trafficking
Q93050,Exosome
not found,#N/A
Q15056,Messenger RNA biogenesis
Q99523,none
P15924,Cytoskeleton proteins
Q99523,none
P49736,DNA replication proteins
Q06203,Peptidases and inhibitors
not found,#N/A
P61289,Proteasome
Q9UKK9,Enzymes
Q9C0B1,Messenger RNA biogenesis
P08582,CD molecules
not found,#N/A
Q08380,Exosome
O43396,none
not found,#N/A
Q8N3U4,Chromosome and associated proteins
P00568,Exosome
O43402,Membrane trafficking
not found,#N/A
O94804,Protein kinases
Q9Y696,Exosome
P61225,Exosome
Q92692,Cell adhesion molecules
Q9UNN5,none
P16949,Cytoskeleton proteins
Q92945,Messenger RNA biogenesis
O94804,Protein kinases
not found,#N/A
O15400,Membrane trafficking
Q9UNE7,Chaperones and folding catalysts
Q13509,Chromosome and associated proteins
O15371,Translation factors
P22314,Ubiquitin system
not found,#N/A
P17050,Enzymes
P36543,none
Q04917,Protein phosphatases and associated proteins
Q9BUF5,Chromosome and associated proteins
